,A1-A3,A4,C2,C3 / C4,C2 to C4,D,Total A1-A5w,Total A-C,Typology,Cost,GIA,Total Kg,A1_A5_kgCO2e_msq,Building Use,Building Height,Storeys,Concrete Mix,Has Basement,Has Transfer Deck,Cladding Type,Grid_X,Grid_Y
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,21736.0,0.0,,Education,0.0,2,C32/40 - 50% GGBS,No,No,PC Cladding,11,11
5,3829.3390331517026,225.84032370872356,161.82990293131488,418.3195105581425,580.1494134894574,387.2631749583734,4229.5794782518815,4809.728891741339,Precast Hollowcore with In-situ RC Beams,12017087.0269,21736.0,40567307.55881265,198.45873608024738,Education,10.75,2,C32/40 - 50% GGBS,No,No,PC Cladding,11,11
6,4115.0476223716905,326.0388585664777,138.95822168361462,359.28142773535,498.2396494189648,-180.8353911531035,4571.9067371744795,5070.146386593444,Non-Composite Rolled Steel with PCC Planks,14973281.3735,21736.0,35814243.177948594,215.1600895651781,Education,11.996,2,C32/40 - 50% GGBS,No,No,PC Cladding,11,11
7,3778.99341460101,356.15621113076867,102.659422318866,265.54551797634895,368.204940295215,-645.9980845674174,4271.432615791215,4639.637556086431,Composite Rolled Steel with Metal Decking,15906716.6306,21736.0,28594309.682019796,201.63689879488996,Education,11.3018,2,C32/40 - 50% GGBS,No,No,PC Cladding,11,11
8,,,,,,,,,Composite Cell Beams with Metal Decking,,21736.0,,,Education,11.71684,2,C32/40 - 50% GGBS,No,No,PC Cladding,11,11
9,3650.468912424859,617.5159357103736,78.36722216014348,2577.8211391974537,2656.188361357596,-1349.8507681260471,4396.33621429727,4690.590222953541,Steel Frame with CLT Slabs,17994463.6725,21736.0,23751680.654959872,208.0556431728478,Education,11.5006,2,C32/40 - 50% GGBS,No,No,PC Cladding,11,11
10,2528.8946079744574,576.2915200599793,78.80485498871565,4860.777939228227,4939.5827942169435,-1392.6765181181229,3245.208010255264,3553.5173964722085,"CLT, Glulam and Steel Column Hybrid",15742782.2346,21736.0,23851627.001183446,154.37097377151093,Education,13.36,2,C32/40 - 50% GGBS,No,No,PC Cladding,11,11
0,18795.047360105804,701.7601052615662,545.592850879173,1409.4844195222577,1955.0772704014307,2068.7332409383985,20631.889890626964,22586.967161028395,RC Flat Slab,28930538.62,60750.0,115038817.87433034,342.953146682587,Healthcare,82.19999999999999,15,C32/40 - CEM I (OPC),No,Yes,PC Cladding,9,9
1,13965.159403893083,521.526232529622,418.46784386381154,1081.0939394030925,1499.561783266904,1352.8635193131256,15332.45086205568,16832.01264532259,PT RC Flat Slab,29148525.9667,60750.0,88496841.986547,255.74470030983642,Healthcare,80.32499999999999,15,C32/40 - CEM I (OPC),No,Yes,PC Cladding,9,9
2,14092.88699000052,531.2983931500255,404.5953462618789,1045.2583767950205,1449.8537230568995,1646.184043669295,15474.6162522408,16924.4699752977,RC Rib Slab,28221919.4228,60750.0,85695317.12819846,257.97810186338626,Healthcare,86.25,15,C32/40 - CEM I (OPC),No,Yes,PC Cladding,9,9
3,15387.210811382722,586.354020785776,411.39418457475716,1062.8211980702151,1474.2153826449728,2272.166211471988,16896.803980014873,18371.01936265985,Two-way RC Slab,26886076.3168,60750.0,87046303.38013652,281.2346751313983,Healthcare,85.5,15,C32/40 - CEM I (OPC),No,Yes,PC Cladding,9,9
4,15859.625364775091,593.0039338342341,458.84870058508216,1185.4061375901802,1644.2548381752626,1784.6249525616781,17410.233154553633,19054.487992728893,One-Way Spanning RC,27293882.4382,60750.0,96609848.97482684,289.7331741830575,Healthcare,87.75,15,C32/40 - CEM I (OPC),No,Yes,PC Cladding,9,9
5,13824.109376645938,504.724081739745,407.3913914104131,1052.4811461802055,1459.8725375906188,1263.291351197333,15007.407163556858,16467.279701147476,Precast Hollowcore with In-situ RC Beams,24956744.0356,60750.0,86375857.89247878,249.91118307499983,Healthcare,82.87499999999999,15,C32/40 - CEM I (OPC),No,Yes,PC Cladding,9,9
6,15812.76848359036,1080.513877423929,366.643468443689,947.4351671689959,1314.078635612685,-1198.2706912331196,17429.392493709416,18743.4711293221,Non-Composite Rolled Steel with PCC Planks,42929023.9949,60750.0,78312424.57404415,291.85013434853823,Healthcare,90.0315,15,C32/40 - CEM I (OPC),No,Yes,PC Cladding,9,9
7,13519.404832623755,905.3753442588416,265.55418471504606,686.3035489769723,951.8577336920184,-1778.165300280728,14954.952924157005,15906.810657849024,Composite Rolled Steel with Metal Decking,37539637.3987,60750.0,57576804.543747336,250.49761952177334,Healthcare,89.433,15,C32/40 - CEM I (OPC),No,Yes,PC Cladding,9,9
8,14660.669001367487,1060.0974821622765,270.68868566927006,699.614818299276,970.303503968546,-2136.7623537684367,16267.254899873187,17237.55840384173,Composite Cell Beams with Metal Decking,43665751.615,60750.0,58600748.3377707,272.80518783832616,Healthcare,89.334,15,C32/40 - CEM I (OPC),No,Yes,PC Cladding,9,9
9,11726.22509254856,1624.8747808423673,197.58199811895355,8135.836659080222,8333.418657199178,-3825.000870522033,13809.006143961156,14559.305535105283,Steel Frame with CLT Slabs,42946820.8885,60750.0,43781908.0732139,232.25734798650961,Healthcare,89.583,15,C32/40 - CEM I (OPC),No,Yes,PC Cladding,9,9
10,10090.540504001856,1496.3035939818408,209.701655712916,11378.884162653634,11588.585818366551,-3628.9943691873004,12082.265541915034,12893.54216028159,"CLT, Glulam and Steel Column Hybrid",48958571.7121,60750.0,46308832.321274735,204.52634640164018,Healthcare,98.39999999999999,15,C32/40 - CEM I (OPC),No,Yes,PC Cladding,9,9
0,127919.01616148873,9088.711478943367,7199.498632040149,18598.79409453395,25798.2927265741,25156.71187616367,145611.9611133115,171410.25383988552,RC Flat Slab,372930433.6252,766080.0,1517435638.1681023,193.48171750820765,Education,102.80000000000001,20,C32/40 - 75% GGBS,No,No,PC Cladding,8,8
1,118678.12147879179,8654.752217841988,7065.078136209879,18251.55784102307,25316.635977232952,21280.721806728692,135399.21617647854,160715.85215371143,PT RC Flat Slab,440976011.1129,766080.0,1489293414.009538,180.77230609632008,Education,102.70000000000002,20,C32/40 - 75% GGBS,No,No,PC Cladding,8,8
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,766080.0,0.0,,Education,0.0,20,C32/40 - 75% GGBS,No,No,PC Cladding,8,8
3,140430.08312554608,8348.153895020328,5127.626366579985,13246.714720270238,18374.34108685023,42464.464144368656,157621.92466222274,175996.2657490729,Two-way RC Slab,365258087.3717,766080.0,1073540897.2402657,209.0887782918556,Education,114.50000000000001,20,C32/40 - 75% GGBS,No,No,PC Cladding,8,8
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,766080.0,0.0,,Education,0.0,20,C32/40 - 75% GGBS,No,No,PC Cladding,8,8
5,116521.7531477729,6675.9692066510615,5329.444953033759,13768.054337537813,19097.49929057157,17724.15983491655,128852.24908842343,147949.74837899502,Precast Hollowcore with In-situ RC Beams,328536722.5096,766080.0,1126471256.648992,171.19883843200512,Education,107.00000000000001,20,C32/40 - 75% GGBS,No,No,PC Cladding,8,8
6,150802.11120359492,13240.174597414069,4010.8584677972,10364.701723718184,14375.560191515384,-17895.216953080293,167527.7822372577,181903.34242877303,Non-Composite Rolled Steel with PCC Planks,515040523.1342,766080.0,852276847.6113493,223.38798284669633,Education,115.25,20,C32/40 - 75% GGBS,No,No,PC Cladding,8,8
7,123254.0006327631,12476.569178276002,2485.388309609276,6424.714048814222,8910.102358423499,-30692.410973530474,138981.37746853367,147891.47982695713,Composite Rolled Steel with Metal Decking,496833718.0318,766080.0,538698153.3526818,185.95866423187732,Education,109.67,20,C32/40 - 75% GGBS,No,No,PC Cladding,8,8
8,,,,,,,,,Composite Cell Beams with Metal Decking,,766080.0,,,Education,111.112,20,C32/40 - 75% GGBS,No,No,PC Cladding,8,8
9,107169.32852985983,19236.04704036094,1511.6187714448938,87615.772635525,89127.39140696995,-49349.88521070806,129452.87851209354,135334.47175392593,Steel Frame with CLT Slabs,497545654.0648,766080.0,341422775.5485079,173.5271748257976,Education,113.66,20,C32/40 - 75% GGBS,No,No,PC Cladding,8,8
10,90797.40296332068,21825.096530726816,1777.9641282241937,185406.13582579445,187184.0999540186,-61573.54913042194,116641.489794597,124010.15397261568,"CLT, Glulam and Steel Column Hybrid",553820617.632,766080.0,395465994.57812136,157.31807920585442,Education,126.4,20,C32/40 - 75% GGBS,No,No,PC Cladding,8,8
0,9708.644900875397,681.7521456152635,551.4168330303124,1424.4582769866554,1975.8751100169684,1879.647652106567,11044.49076556615,13020.365875583115,RC Flat Slab,32818171.2745,38880.0,114246245.17399117,289.97474188497085,Office,148.5,30,C32/40 - 75% GGBS,No,Yes,Timber Cladding,6,6
1,8438.902114157283,599.5121044288692,492.8198651965742,1273.090054067908,1765.9099192644828,1561.7824195237938,9609.896990258552,11375.806909523035,PT RC Flat Slab,34221118.4343,38880.0,101992038.47099647,253.32934206015474,Office,146.85000000000002,30,C32/40 - 75% GGBS,No,Yes,Timber Cladding,6,6
2,8532.274997569217,599.9132147496061,490.9050262367516,1268.143624564144,1759.048650800896,1618.4603881181683,9708.396185771287,11467.44483657218,RC Rib Slab,34586364.5588,38880.0,101190506.27910495,255.92851691571573,Office,155.25000000000003,30,C32/40 - 75% GGBS,No,Yes,Timber Cladding,6,6
3,9231.32731861064,627.5149610885148,491.13306564716356,1268.732698053534,1759.8657637006982,1964.8607443510443,10473.584693751422,12233.450457452118,Two-way RC Slab,33721961.1749,38880.0,101312113.2024243,275.45366311665936,Office,156.0,30,C32/40 - 75% GGBS,No,Yes,Timber Cladding,6,6
4,8856.115534277227,623.4141621292075,503.4256078413021,1300.4869054104743,1803.912513251777,1712.5018462457697,10076.281378844247,11880.193892096022,One-Way Spanning RC,34029268.1645,38880.0,104540083.98711482,265.2902843620289,Office,155.25000000000003,30,C32/40 - 75% GGBS,No,Yes,Timber Cladding,6,6
5,9998.369361499894,626.6207973825525,515.232645657349,1330.9869534201337,1846.2195990774826,1639.830053852723,11193.15333476043,13039.372933837914,Precast Hollowcore with In-situ RC Beams,33073037.5113,38880.0,106499596.57219093,293.8442540467928,Office,150.0,30,C32/40 - 75% GGBS,No,Yes,Timber Cladding,6,6
6,11656.38542599781,958.080250768245,501.4569673008546,1295.522797740207,1796.9797650410621,201.4886896326752,13148.306723228487,14945.286488269548,Non-Composite Rolled Steel with PCC Planks,44514527.0549,38880.0,103547047.89956431,346.1910599951862,Office,160.74,30,C32/40 - 75% GGBS,No,Yes,Timber Cladding,6,6
7,10511.514994245921,889.8592825471053,426.09090368056053,1100.8596206787108,1526.9505243592716,-459.4078001266869,11897.54298572312,13424.493510082388,Composite Rolled Steel with Metal Decking,42078674.8586,38880.0,87932110.56738146,313.58265714333993,Office,157.71,30,C32/40 - 75% GGBS,No,Yes,Timber Cladding,6,6
8,10553.504036660546,927.3376015004534,397.10994883580895,1026.0186168712871,1423.1285657070962,-712.004323326783,11950.238230910183,13373.366796617278,Composite Cell Beams with Metal Decking,42934755.6978,38880.0,82006570.82496141,315.09211730440035,Office,149.91,30,C32/40 - 75% GGBS,No,Yes,Timber Cladding,6,6
9,9093.0118162443,1098.4262245086275,374.12101229454174,4441.450867781365,4815.571880075907,-1055.6864855192616,10660.707585882494,12020.543686141882,Steel Frame with CLT Slabs,39569366.5324,38880.0,76936808.26264554,281.31926830270396,Office,158.54100000000003,30,C32/40 - 75% GGBS,No,Yes,Timber Cladding,6,6
10,9619.572864229205,1239.7052822156631,425.0410194752581,6998.480243543297,7423.521263018555,-1246.3420724529526,11407.22511904494,12962.83163006349,"CLT, Glulam and Steel Column Hybrid",46018187.5032,38880.0,87452230.37220843,301.6808752975163,Office,163.20000000000002,30,C32/40 - 75% GGBS,No,Yes,Timber Cladding,6,6
0,18938.167718722365,840.8919320822282,668.4704675418815,1726.857764299963,2395.328231841844,2243.2145716245086,20951.79738113332,23347.125612975167,RC Flat Slab,36111886.8661,48048.0,141710498.14304584,441.32077483341595,Education,106.47,21,C32/40 - 25% GGBS,No,Yes,Lightweight Cladding,8,8
1,15046.990208741025,662.271568993078,541.1972188836125,1398.0843450138236,1939.2815638974366,1668.1725622213098,16642.9799709153,18582.261534812733,PT RC Flat Slab,35571465.9923,48048.0,113407661.72653973,351.5646901611138,Education,104.37000000000002,21,C32/40 - 25% GGBS,No,Yes,Lightweight Cladding,8,8
2,15232.259108897113,672.8700669699414,533.8332206077854,1379.0615973564459,1912.8948179642312,1857.1642297075834,16847.687220045944,18760.58203801017,RC Rib Slab,35799275.3818,48048.0,112449727.57364333,355.85835305773924,Education,114.45,21,C32/40 - 25% GGBS,No,Yes,Lightweight Cladding,8,8
3,16672.922841376003,734.0100757486895,544.6790784051889,1407.0787163561972,1951.7577947613859,2506.7977440668415,18431.119971982105,20382.87776674349,Two-way RC Slab,36241742.6174,48048.0,114698168.55527557,388.8780421724976,Education,112.875,21,C32/40 - 25% GGBS,No,Yes,Lightweight Cladding,8,8
4,16002.246946500143,705.1445174065933,564.3641085930165,1457.9292662701084,2022.2933748631247,1906.5919302935897,17698.25853558615,19720.551910449274,One-Way Spanning RC,35316486.3772,48048.0,118548351.15274653,373.490549871517,Education,114.97500000000001,21,C32/40 - 25% GGBS,No,Yes,Lightweight Cladding,8,8
5,15426.195745465297,653.1174230203513,533.1852194523905,1377.3876748487198,1910.5728943011104,1628.0042640595675,16919.46224059516,18830.03513489627,Precast Hollowcore with In-situ RC Beams,32764305.7708,48048.0,112076552.37721273,356.9100145893827,Education,108.15,21,C32/40 - 25% GGBS,No,Yes,Lightweight Cladding,8,8
6,16938.609111601618,1041.413965311744,498.57627085161005,1288.137624492009,1786.7138953436192,-218.5356143456402,18704.869796984985,20491.583692328604,Non-Composite Rolled Steel with PCC Planks,45797199.9727,48048.0,103671950.12676714,395.96757818835005,Education,116.91750000000002,21,C32/40 - 25% GGBS,No,Yes,Lightweight Cladding,8,8
7,14893.600715016773,928.8405295185889,401.24940415837045,1036.7397250085485,1437.989129166919,-853.0555206480211,16513.751396860607,17951.74052602752,Composite Rolled Steel with Metal Decking,41917443.6332,48048.0,83820034.57017066,349.7996483161174,Education,113.65620000000001,21,C32/40 - 25% GGBS,No,Yes,Lightweight Cladding,8,8
8,16342.607093136796,1114.5432822592554,412.2198767577114,1065.1346084686113,1477.3544852263228,-1271.567132591992,18174.816646354375,19652.171131580704,Composite Cell Beams with Metal Decking,48920544.5804,48048.0,86004256.37479088,385.3908686816726,Education,114.43025999999999,21,C32/40 - 25% GGBS,No,Yes,Lightweight Cladding,8,8
9,13039.935044074453,1324.110951878266,339.9225534468588,5878.330837160516,6218.253390607372,-1950.7411839309207,14996.750916479417,16242.510932978741,Steel Frame with CLT Slabs,42813472.2848,48048.0,71216851.82266672,318.35758455029963,Education,114.61590000000001,21,C32/40 - 25% GGBS,No,Yes,Lightweight Cladding,8,8
10,14409.449550129164,1501.4463176763836,423.00730691508727,10025.753798083506,10448.76110499859,-2172.3157617941183,16712.191677410206,18277.232846408802,"CLT, Glulam and Steel Column Hybrid",53977582.5177,48048.0,88118620.37593654,355.6867040258509,Education,124.32,21,C32/40 - 25% GGBS,No,Yes,Lightweight Cladding,8,8
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,84240.0,0.0,,Education,0.0,27,C32/40 - 75% GGBS,No,Yes,Curtain Walling,10,10
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,84240.0,0.0,,Education,0.0,27,C32/40 - 75% GGBS,No,Yes,Curtain Walling,10,10
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,84240.0,0.0,,Education,0.0,27,C32/40 - 75% GGBS,No,Yes,Curtain Walling,10,10
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,84240.0,0.0,,Education,0.0,27,C32/40 - 75% GGBS,No,Yes,Curtain Walling,10,10
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,84240.0,0.0,,Education,0.0,27,C32/40 - 75% GGBS,No,Yes,Curtain Walling,10,10
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,84240.0,0.0,,Education,0.0,27,C32/40 - 75% GGBS,No,Yes,Curtain Walling,10,10
6,,,,,,,,,Non-Composite Rolled Steel with PCC Planks,,84240.0,,,Education,,27,C32/40 - 75% GGBS,No,Yes,Curtain Walling,10,10
7,18782.39820392514,1847.938188633762,536.4706677010091,1386.3277215875162,1922.798389288525,-3113.5668912636716,21283.486743339512,23206.285132628032,Composite Rolled Steel with Metal Decking,73483243.388,84240.0,114464942.59212367,258.7591339868853,Education,150.38460000000003,27,C32/40 - 75% GGBS,No,Yes,Curtain Walling,10,10
8,20623.878704119183,2077.072834091461,562.2027859902023,1452.8628133027198,2015.0655992929221,-3538.5266492195556,23397.625640119313,25412.69123941223,Composite Cell Beams with Metal Decking,83698544.8975,84240.0,119727934.827097,284.7045994112239,Education,155.6334,27,C32/40 - 75% GGBS,No,Yes,Curtain Walling,10,10
9,17655.10560326908,2651.2871759694403,424.60988266405656,9961.06061187689,10385.670494540947,-5391.036163721896,20934.403367008377,22505.199243812316,Steel Frame with CLT Slabs,76935040.4588,84240.0,90678458.89996348,254.9020495040376,Education,151.7589,27,C32/40 - 75% GGBS,No,Yes,Curtain Walling,10,10
10,15685.998316347408,2679.835884666473,540.9309102639289,18751.330806537408,19292.261716801335,-5320.1461624123585,19169.04817985949,21203.121250260832,"CLT, Glulam and Steel Column Hybrid",73256335.2807,84240.0,114675252.24023855,233.64010596895193,Education,176.04000000000002,27,C32/40 - 75% GGBS,No,Yes,Curtain Walling,10,10
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,241500.0,0.0,,Residential,0.0,22,C32/40 - 25% GGBS,Yes,Yes,Timber Cladding,7,7
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,241500.0,0.0,,Residential,0.0,22,C32/40 - 25% GGBS,Yes,Yes,Timber Cladding,7,7
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,241500.0,0.0,,Residential,0.0,22,C32/40 - 25% GGBS,Yes,Yes,Timber Cladding,7,7
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,241500.0,0.0,,Residential,0.0,22,C32/40 - 25% GGBS,Yes,Yes,Timber Cladding,7,7
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,241500.0,0.0,,Residential,0.0,22,C32/40 - 25% GGBS,Yes,Yes,Timber Cladding,7,7
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,241500.0,0.0,,Residential,0.0,22,C32/40 - 25% GGBS,Yes,Yes,Timber Cladding,7,7
6,389.87264051735997,27.004165576959995,0.84936539541282,2.194088453128,3.04345384854082,0.0,439.1325798712916,442.17603371983245,Non-Composite Rolled Steel with PCC Planks,7114559.0078,241500.0,168776.03485599998,,Residential,0.0,22,C32/40 - 25% GGBS,Yes,Yes,Timber Cladding,7,7
7,,,,,,,,,Composite Rolled Steel with Metal Decking,,241500.0,,,Residential,111.7072,22,C32/40 - 25% GGBS,Yes,Yes,Timber Cladding,7,7
8,,,,,,,,,Composite Cell Beams with Metal Decking,,241500.0,,,Residential,112.54535825411914,22,C32/40 - 25% GGBS,Yes,Yes,Timber Cladding,7,7
9,,,,,,,,,Steel Frame with CLT Slabs,,241500.0,,,Residential,116.50540000000001,22,C32/40 - 25% GGBS,Yes,Yes,Timber Cladding,7,7
10,,,,,,,,,"CLT, Glulam and Steel Column Hybrid",,241500.0,,,Residential,127.05000000000001,22,C32/40 - 25% GGBS,Yes,Yes,Timber Cladding,7,7
0,45604.60753364471,2076.2925670075056,1327.727557515906,3430.0148575544067,4757.742415070312,4925.85633211415,50435.615292229115,55193.357707299445,RC Flat Slab,69716749.7319,135168.0,350773904.07440394,376.7432568385449,Residential,71.625,15,C32/40 - CEM I (OPC),Yes,Yes,Curtain Walling,11,11
1,35404.49255044266,1685.1725791841038,1062.4470775867098,2744.7398969822157,3807.186974568927,3363.217228941521,39233.93169011271,43041.118664681635,PT RC Flat Slab,71876550.8071,135168.0,293573739.14683247,293.9828032208962,Residential,69.975,15,C32/40 - CEM I (OPC),Yes,Yes,Curtain Walling,11,11
2,36698.1408866977,1740.6158466050897,1078.132706968172,2785.259158176257,3863.3918651444283,3847.329055926748,40657.333604930725,44520.725470075144,RC Rib Slab,68367721.1596,135168.0,297294389.79619765,304.3317031623434,Residential,80.25,15,C32/40 - CEM I (OPC),Yes,Yes,Curtain Walling,11,11
3,40310.61489659339,1886.8777966882517,1116.5261258395478,2884.4373887431484,4000.9635145826974,5285.301499132815,44622.642029430026,48623.60554401274,Two-way RC Slab,67733784.7678,135168.0,304681970.6937215,333.63502103163734,Residential,77.625,15,C32/40 - CEM I (OPC),Yes,Yes,Curtain Walling,11,11
