,A1-A3,A4,C2,C3 / C4,C2 to C4,D,Total A1-A5w,Total A-C,Typology,Cost,GIA,Total Kg,A5atCO2,A1_A5_kgCO2e_msq,Building Use,Building Height,Storeys,Concrete Mix,Has Basement,Has Transfer Deck,Cladding Type,Grid_X,Grid_Y
7,496.20098127600005,34.368899136,1.081009280637,2.7924730548,3.873482335437,0.0,558.8953786376143,562.7688609730512,Composite Rolled Steel with Metal Decking,,317440.0,214805.6196,0.0,,Office,0.0,30,C32/40 - 25% GGBS,Yes,Yes,Cavity Wall,8,8
8,482.6504650968,33.4303352448,1.0514885132466,2.71621473864,3.7677032518866005,0.0,543.632771032055,547.4004742839414,Composite Cell Beams with Metal Decking,,317440.0,208939.59528,0.0,,Office,0.0,30,C32/40 - 25% GGBS,Yes,Yes,Cavity Wall,8,8
9,567.0891842616,39.278904537600006,1.2354442942842,3.19141099368,4.4268552879642,0.0,638.7402208358199,643.1670761237841,Steel Frame with CLT Slabs,8686680.8112,317440.0,245493.15336000003,0.0,,Office,0.0,30,C32/40 - 25% GGBS,Yes,Yes,Cavity Wall,8,8
10,94.67273415599999,6.557418815999999,0.206251313697,0.5327902787999999,0.739041592497,0.0,106.63452028391835,107.37356187641535,"CLT, Glulam and Steel Column Hybrid",,317440.0,40983.8676,0.0,,Office,0.0,30,C32/40 - 25% GGBS,Yes,Yes,Cavity Wall,8,8
0,95164.83015563716,5895.717169337132,4015.381705735356,10372.983179565845,14388.364885301202,16109.625815487894,107130.42145414972,121518.7863394509,RC Flat Slab,241760105.9578,546210.0,971252345.4288478,1692.3207417045865,199.23242378545672,Residential,152.29500000000002,33,C32/40 - 50% GGBS,Yes,No,Curtain Walling,7,7
1,81204.79156859157,5193.912116510299,3545.8977302187454,9160.207882652598,12706.10561287134,12776.967904434938,91602.74932725329,104308.85494012457,PT RC Flat Slab,262055270.15,546210.0,876512855.4051751,1834.3868910497204,171.0644920786932,Residential,150.645,33,C32/40 - 50% GGBS,Yes,No,Curtain Walling,7,7
2,76825.26122769699,4857.21210943591,3170.7737774607363,8191.1842590352835,11361.95803649602,13613.563819922962,86568.2190240029,97930.17706049893,RC Rib Slab,245172410.9701,546210.0,791696822.5369414,1716.206876790839,161.6309219911641,Residential,160.05,33,C32/40 - 50% GGBS,Yes,No,Curtain Walling,7,7
3,83479.86687858061,5146.7974970638925,3245.281194747762,8383.652500412596,11628.933695160362,16435.46231224571,93894.55901997862,105523.49271513899,Two-way RC Slab,216949505.2113,546210.0,806653998.4791627,1518.6465364790718,174.68227523563775,Residential,160.05,33,C32/40 - 50% GGBS,Yes,No,Curtain Walling,7,7
4,80855.79674759365,5077.862150488714,3384.2800759852125,8742.715680956437,12126.995756941647,13931.782085549452,91085.35583413308,103212.3515910747,One-Way Spanning RC,228875413.8181,546210.0,833798407.3565645,1602.1278967269645,169.69203004496447,Residential,160.875,33,C32/40 - 50% GGBS,Yes,No,Curtain Walling,7,7
5,94756.69556469447,5280.4779034663325,3656.214591969123,9445.179408286953,13101.39400025607,12540.04101471466,104692.08413991518,117793.47814017124,Precast Hollowcore with In-situ RC Beams,237504230.2438,546210.0,898984244.7447268,1662.529611706846,194.71377995939665,Residential,154.275,33,C32/40 - 50% GGBS,Yes,No,Curtain Walling,7,7
6,97786.3164434335,8530.404900006355,2683.609756654921,6934.294650500394,9617.904407155314,-7909.902770864649,109362.0368218305,118979.94122898579,Non-Composite Rolled Steel with PCC Planks,343880768.8813,546210.0,685680187.2297409,2407.165382168873,204.62679592830477,Residential,166.3464,33,C32/40 - 50% GGBS,Yes,No,Curtain Walling,7,7
7,97508.98957414571,8681.08674682323,2332.599110116895,6027.9612103270165,8360.560320443912,-15656.741333286589,109653.82073473069,118014.38105517458,Composite Rolled Steel with Metal Decking,340118705.5079,546210.0,616508828.458465,2380.830938555272,205.11278020044665,Residential,165.1089,33,C32/40 - 50% GGBS,Yes,No,Curtain Walling,7,7
8,100085.537017076,9059.313899189074,2309.839778817167,5969.295428236008,8279.135207053178,-16504.32633132472,112619.88164917522,120899.01685622834,Composite Cell Beams with Metal Decking,358674411.9708,546210.0,611798257.6413022,2510.720883795665,210.7808398472582,Residential,161.03076,33,C32/40 - 50% GGBS,Yes,No,Curtain Walling,7,7
9,70499.19550181729,11867.404334004032,1522.2666304283891,61861.105960697256,63383.37259112564,-25267.87557844823,85222.63658277584,90997.9999995895,Steel Frame with CLT Slabs,296997279.5664,546210.0,449492629.79252136,2078.980956965002,159.83159872529032,Residential,164.33010000000002,33,C32/40 - 50% GGBS,Yes,No,Curtain Walling,7,7
10,64700.519524839205,12432.655966210817,1587.0615662466191,89193.0817055198,90780.14327176641,-28376.761157253874,80237.86909160459,86394.38923537101,"CLT, Glulam and Steel Column Hybrid",326631900.559,546210.0,462587670.13652897,2286.423303913215,151.0852829415752,Residential,169.45499999999998,33,C32/40 - 50% GGBS,Yes,No,Curtain Walling,7,7
0,12114.675871516703,557.5790080669558,359.76106511893136,929.4013328171636,1289.162397936095,1201.2654646586823,13405.27837969828,14694.440777634378,RC Flat Slab,19658192.3439,36960.0,96053011.13413611,137.6073464075426,366.420068347019,Office,70.77000000000001,14,C32/40 - CEM I (OPC),Yes,Yes,Cavity Wall,7,7
1,9749.145470438618,466.3719435864412,295.9382022511399,764.5335300787061,1060.4717323298457,875.5064821437078,10806.571862807534,11867.043595137377,PT RC Flat Slab,19907062.4506,36960.0,82100114.66378188,139.34943715437964,296.1558793279738,Office,69.51,14,C32/40 - CEM I (OPC),Yes,Yes,Cavity Wall,7,7
2,8925.509555200237,441.520294174329,262.9457110168136,679.3070251514847,942.2527361682983,933.5607238447036,9906.787461059139,10849.040197227436,RC Rib Slab,18893096.0903,36960.0,75761748.93543531,132.2516726324485,271.61902417996714,Office,75.60000000000001,14,C32/40 - CEM I (OPC),Yes,Yes,Cavity Wall,7,7
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,36960.0,0.0,0.0,,Office,0.0,14,C32/40 - CEM I (OPC),Yes,Yes,Cavity Wall,7,7
4,9266.178920198889,452.9485992443322,274.12992261315344,708.1981827773998,982.328105390553,948.7465986066641,10279.67586230163,11262.00396769218,One-Way Spanning RC,17959571.801,36960.0,77964444.75845912,125.71700260711596,281.5311922323795,Office,75.95000000000002,14,C32/40 - CEM I (OPC),Yes,Yes,Cavity Wall,7,7
5,9655.711713993196,458.1292048380786,288.0811720132235,744.2371777502584,1032.3183497634816,854.9263741098882,10619.87026074332,11652.1886105068,Precast Hollowcore with In-situ RC Beams,18148260.3119,36960.0,80657466.88410598,127.0378221832018,290.7713225900033,Office,71.4,14,C32/40 - CEM I (OPC),Yes,Yes,Cavity Wall,7,7
6,10123.895421707155,660.4728880160433,267.3678742253015,690.8098876773748,958.1777619026763,-152.5282634864534,11205.196300260804,12163.374062163477,Non-Composite Rolled Steel with PCC Planks,24624450.3297,36960.0,76545891.85379949,172.37115230809414,307.8346172231845,Office,78.8536,14,C32/40 - CEM I (OPC),Yes,Yes,Cavity Wall,7,7
7,9140.242423590013,628.302388056474,206.1634974993034,532.732060175486,738.8955576747893,-702.4976063955388,10178.490216165963,10917.385773840748,Composite Rolled Steel with Metal Decking,23373274.2277,36960.0,63710996.58371769,163.61291959413282,279.81880778571684,Office,74.753,14,C32/40 - CEM I (OPC),Yes,Yes,Cavity Wall,7,7
8,9409.282946522688,667.5140262042031,206.2390964053758,532.9396835233069,739.1787799286827,-789.787413008277,10489.321221314081,11228.500001242763,Composite Cell Beams with Metal Decking,25148897.4683,36960.0,63726967.61047315,176.042282277855,288.5650298590892,Office,73.41360298646909,14,C32/40 - CEM I (OPC),Yes,Yes,Cavity Wall,7,7
9,7491.840600858879,907.5595922156659,160.91779191432178,3915.8626848306535,4076.780476744976,-1498.3360153956867,8747.285391097008,9343.32050596635,Steel Frame with CLT Slabs,24044690.3307,36960.0,54451162.38680108,168.31283231516971,241.2228956550914,Office,75.42640000000002,14,C32/40 - CEM I (OPC),Yes,Yes,Cavity Wall,7,7
10,7174.72187911334,942.2961123600513,175.0939973018343,6256.059762239229,6431.153759541061,-1686.830254933066,8504.479072126034,9163.937010867096,"CLT, Glulam and Steel Column Hybrid",26108018.1099,36960.0,57318040.793617405,182.75612676896554,235.04424239434525,Office,80.36,14,C32/40 - CEM I (OPC),Yes,Yes,Cavity Wall,7,7
0,22193.84291644465,2393.229115566937,1305.3796179140784,3372.5368564591604,4677.916474373238,4084.599264943054,26092.275695286957,30770.192169660193,RC Flat Slab,81181068.901,182400.0,421852088.18210906,568.2674823072723,146.16525864909116,Office,45.09,9,C32/40 - 75% GGBS,Yes,Yes,Cavity Wall,6,6
1,18092.016216559725,2143.5872352541905,1125.690262588711,2908.3616713166316,4034.051933905342,3006.362128379607,21476.020390044374,25510.072323949713,PT RC Flat Slab,84554116.0628,182400.0,386267022.7524203,591.8788124392877,120.98628948730078,Office,44.370000000000005,9,C32/40 - 75% GGBS,Yes,Yes,Cavity Wall,6,6
2,16294.138121066238,1995.7318041218068,973.0759261146356,2514.1269223523036,3487.2028484669386,2928.9438390778655,19398.21126707428,22885.41411554121,RC Rib Slab,78222177.7361,182400.0,355830431.85349405,547.5552441527363,109.35179008348145,Office,47.475,9,C32/40 - 75% GGBS,Yes,Yes,Cavity Wall,6,6
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,182400.0,0.0,0.0,,Office,0.0,9,C32/40 - 75% GGBS,Yes,Yes,Cavity Wall,6,6
4,16861.364570103196,2022.7476084398604,982.9911400870083,2539.7399937166047,3522.7311338036125,3157.9557801035967,20025.831358979947,23548.562492783556,One-Way Spanning RC,73036461.1918,182400.0,357800668.11228645,511.25522834235613,112.59367646558282,Office,47.475,9,C32/40 - 75% GGBS,Yes,Yes,Cavity Wall,6,6
5,22651.350590739155,2141.710204953409,1124.3579207443313,2904.919953685844,4029.277874430175,3038.5571001255475,25919.10827569527,29948.386150125443,Precast Hollowcore with In-situ RC Beams,77661697.3873,182400.0,385410348.02523434,543.6318817108258,145.0808122664808,Office,45.225,9,C32/40 - 75% GGBS,Yes,Yes,Cavity Wall,6,6
6,23734.777888863093,2646.027896217893,930.9685903953648,2405.609600675181,3336.5781910705455,-577.9919179495698,27226.723865141535,30563.302056212084,Non-Composite Rolled Steel with PCC Planks,93901437.9462,182400.0,346916029.0568771,657.310065623326,152.87299304147402,Office,48.708000000000006,9,C32/40 - 75% GGBS,Yes,Yes,Cavity Wall,6,6
7,22593.790534641783,2706.986830625818,806.350802617348,2083.819987048272,2890.1707896656194,-2822.7829599393813,26221.69009969653,29111.860889362153,Composite Rolled Steel with Metal Decking,95304749.3746,182400.0,322813898.36856854,667.1332456220218,147.4167946563517,Office,47.34,9,C32/40 - 75% GGBS,Yes,Yes,Cavity Wall,6,6
8,24631.737854497987,2979.244621916537,814.271740778718,2104.365405909285,2918.6371466880028,-3430.101072348504,28562.081349011583,31480.71849569958,Composite Cell Beams with Metal Decking,106132941.1963,182400.0,324376367.8034195,742.9305883742544,160.66344263917674,Office,46.211035203320606,9,C32/40 - 75% GGBS,Yes,Yes,Cavity Wall,6,6
9,18631.886411681797,3755.853123433911,586.3004077908337,15006.54694530712,15592.84735309796,-5857.853196079289,23201.17316558506,25377.115319906254,Steel Frame with CLT Slabs,96801192.2506,182400.0,276158693.5580871,677.608345754234,130.9143723209391,Office,48.2274,9,C32/40 - 75% GGBS,Yes,Yes,Cavity Wall,6,6
10,16235.327849743444,3959.680586141401,595.5418341518487,25068.184077070586,25663.725911222442,-7080.746920436748,21079.970295644005,23344.081742866438,"CLT, Glulam and Steel Column Hybrid",106348528.8547,182400.0,278034185.0522895,744.4397019831148,119.65137060102587,Office,50.040000000000006,9,C32/40 - 75% GGBS,Yes,Yes,Cavity Wall,6,6
0,5155.2900105403205,314.14712282482566,241.74327408190138,624.67472020379,866.4179942856914,725.9972568889268,5803.489455495917,6669.907449781608,RC Flat Slab,13961185.8295,31360.0,54245540.08624779,97.7283008062098,188.176586616777,Residential,19.1,4,C32/40 - 50% GGBS,No,No,Cavity Wall,8,8
1,5059.4963097663285,313.00495223101956,249.94395009767698,645.8587814467274,895.8027315444044,608.7719163731418,5702.9521496646485,6598.7548812090545,PT RC Flat Slab,17292237.7125,31360.0,55950286.92850621,121.04566398725574,185.71421599655304,Residential,19.2,4,C32/40 - 50% GGBS,No,No,Cavity Wall,8,8
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,31360.0,0.0,0.0,,Residential,0.0,4,C32/40 - 50% GGBS,No,No,Cavity Wall,8,8
3,5216.833224587308,296.86042861265895,175.29788107863234,453.032373647904,628.3302547265363,1306.6764579699027,5837.527542874337,6465.857797600875,Two-way RC Slab,13394838.7246,31360.0,40848741.37446826,93.76387107243696,189.13556804677214,Residential,21.3,4,C32/40 - 50% GGBS,No,No,Cavity Wall,8,8
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,31360.0,0.0,0.0,,Residential,0.0,4,C32/40 - 50% GGBS,No,No,Cavity Wall,8,8
5,4634.983533278144,248.9322402050066,191.79302665220072,495.6427844688455,687.4358111210462,495.67228947844455,5101.032937872953,5788.468748994001,Precast Hollowcore with In-situ RC Beams,13305342.0804,31360.0,44123377.21037696,93.13739456255706,165.63043151898947,Residential,19.900000000000002,4,C32/40 - 50% GGBS,No,No,Cavity Wall,8,8
6,5365.144045180582,404.26920775485996,163.07700708207622,421.5286999598306,584.6057070419068,-340.3157118792453,5917.118296182752,6501.724003224661,Non-Composite Rolled Steel with PCC Planks,17935704.4147,31360.0,38460729.566423096,125.54993090255817,192.68712458817953,Residential,21.2412,4,C32/40 - 50% GGBS,No,No,Cavity Wall,8,8
7,4599.143267614379,412.0162191369343,106.50431816233426,275.4248886304623,381.92920679279655,-927.4868881449894,5160.496142563173,5542.425349355969,Composite Rolled Steel with Metal Decking,18337818.6138,31360.0,27150156.500155527,128.3647302967491,168.64990028252302,Residential,20.3488,4,C32/40 - 50% GGBS,No,No,Cavity Wall,8,8
8,5401.363090850553,520.3508423214678,110.7042850070531,286.30755986727394,397.0118448743271,-1178.7891912850268,6082.943789982863,6479.955634857191,Composite Cell Beams with Metal Decking,22676480.3799,31360.0,28014796.983438853,158.73536265895612,199.03313624495595,Residential,20.796239999999997,4,C32/40 - 50% GGBS,No,No,Cavity Wall,8,8
9,3749.180469501324,694.6278348485623,69.04505631546643,3605.2430148872,3674.2880712026663,-1698.7988525815626,4574.292117560675,4840.857456857127,Steel Frame with CLT Slabs,18421376.778,31360.0,19683647.738127973,128.94963744609245,149.97582126934847,Residential,21.1596,4,C32/40 - 50% GGBS,No,No,Cavity Wall,8,8
10,3011.3116622255616,766.4641594292028,71.6113662175633,6956.497842813148,7028.109209030712,-2115.353046933882,3933.4517199136885,4227.558240944402,"CLT, Glulam and Steel Column Hybrid",19710733.5678,31360.0,20200639.773770917,137.97513497454452,129.82866246454824,Residential,22.060000000000002,4,C32/40 - 50% GGBS,No,No,Cavity Wall,8,8
0,40877.900179279146,1786.2156449036233,1372.0722809723268,3544.4876816979304,4916.559962670258,5701.2094475266895,45182.09049388778,50098.650456558025,RC Flat Slab,82161656.502,172032.0,286121397.1242585,575.1315955139664,265.9808761707226,Office,157.12,32,C32/40 - 25% GGBS,No,Yes,Lightweight Cladding,8,8
1,35589.16458422054,1562.5287016635946,1233.5612711447966,3186.684775039631,4420.246046184429,4504.596546609271,39351.32622016564,43771.57226635007,PT RC Flat Slab,90039031.8637,172032.0,258168309.4561184,630.2732230460825,232.40792087060385,Office,155.84,32,C32/40 - 25% GGBS,No,Yes,Lightweight Cladding,8,8
2,39646.75024960811,1736.7802235568208,1335.008230269217,3448.7434871345067,4783.751717403723,5480.687997440083,43826.486981659626,48610.238699063346,RC Rib Slab,92429630.315,172032.0,279140197.6130284,647.0074122052159,258.5187313631466,Office,164.8,32,C32/40 - 25% GGBS,No,Yes,Lightweight Cladding,8,8
3,37357.41603402495,1622.0290633699865,1230.2379985216123,3178.100066822762,4408.338065344374,5502.224915400864,41276.120122707296,45684.45818805167,Two-way RC Slab,77326820.256,172032.0,254664939.02870923,541.2877417918698,243.07924028377957,Office,164.0,32,C32/40 - 25% GGBS,No,Yes,Lightweight Cladding,8,8
4,41727.551263440895,1822.0874983999754,1425.6564599975698,3682.906822746745,5108.563282744312,5516.2355583088,46124.68561142947,51233.24889417377,One-Way Spanning RC,86304140.3816,172032.0,296899103.17529655,604.1289826711775,271.6286190598299,Office,164.8,32,C32/40 - 25% GGBS,No,Yes,Lightweight Cladding,8,8
5,40501.87662860632,1672.7740445699317,1344.2097367408203,3472.512902759115,4816.722639499937,4587.499155131232,44255.04609988904,49071.76873938897,Precast Hollowcore with In-situ RC Beams,83108646.5594,172032.0,280416030.7132982,581.7605259155829,260.6306188720972,Office,160.0,32,C32/40 - 25% GGBS,No,Yes,Lightweight Cladding,8,8
6,42388.21941287766,2945.6523515055783,1123.9158704370298,2903.9855508698206,4027.9014213068504,-2211.504767720786,46932.37446291078,50960.27588421761,Non-Composite Rolled Steel with PCC Planks,125450895.5968,172032.0,233800763.91306314,878.1562691777403,277.91649653604287,Office,175.95520000000002,32,C32/40 - 25% GGBS,No,Yes,Lightweight Cladding,8,8
7,42679.91530191845,3026.6793720576775,977.896134901515,2526.9391215107485,3504.8352564122647,-4976.303610505897,47421.84445073334,50926.679707145595,Composite Rolled Steel with Metal Decking,124949589.1726,172032.0,203253204.35050923,874.6471242081944,280.74132472413004,Office,172.88320000000002,32,C32/40 - 25% GGBS,No,Yes,Lightweight Cladding,8,8
8,44574.69285768883,3407.156070600057,944.9368083019539,2441.9337918492815,3386.870600151237,-6125.200837326349,49660.187766288065,53047.05836643929,Composite Cell Beams with Metal Decking,138473187.2926,172032.0,196527837.42524475,969.3123110479984,294.3028045790089,Office,164.6976,32,C32/40 - 25% GGBS,No,Yes,Lightweight Cladding,8,8
9,32384.925233500613,4027.883681511981,722.1340069556741,20075.95255753266,20798.08656448833,-7969.965798800782,37842.879981616126,40531.35431368856,Steel Frame with CLT Slabs,112203707.234,172032.0,151594945.70058423,785.4259506379196,224.54139888075503,Office,169.89120000000003,32,C32/40 - 25% GGBS,No,Yes,Lightweight Cladding,8,8
10,32000.871186032848,4340.735772498819,784.4070422162824,30041.448333318753,30825.855375535037,-9156.719388238433,37936.7652792642,40902.17050439924,"CLT, Glulam and Steel Column Hybrid",136860982.8532,172032.0,164168783.9844635,958.0268799726523,226.0904492143139,Office,179.20000000000002,32,C32/40 - 25% GGBS,No,Yes,Lightweight Cladding,8,8
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,273600.0,0.0,0.0,,Healthcare,0.0,3,C32/40 - 75% GGBS,Yes,No,Curtain Walling,12,12
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,273600.0,0.0,0.0,,Healthcare,0.0,3,C32/40 - 75% GGBS,Yes,No,Curtain Walling,12,12
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,273600.0,0.0,0.0,,Healthcare,0.0,3,C32/40 - 75% GGBS,Yes,No,Curtain Walling,12,12
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,273600.0,0.0,0.0,,Healthcare,0.0,3,C32/40 - 75% GGBS,Yes,No,Curtain Walling,12,12
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,273600.0,0.0,0.0,,Healthcare,0.0,3,C32/40 - 75% GGBS,Yes,No,Curtain Walling,12,12
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,273600.0,0.0,0.0,,Healthcare,0.0,3,C32/40 - 75% GGBS,Yes,No,Curtain Walling,12,12
6,,,,,,,,,Non-Composite Rolled Steel with PCC Planks,,273600.0,,,,Healthcare,19.518,3,C32/40 - 75% GGBS,Yes,No,Curtain Walling,12,12
7,,,,,,,,,Composite Rolled Steel with Metal Decking,,273600.0,,,,Healthcare,18.5997,3,C32/40 - 75% GGBS,Yes,No,Curtain Walling,12,12
8,,,,,,,,,Composite Cell Beams with Metal Decking,,273600.0,,,,Healthcare,19.1352,3,C32/40 - 75% GGBS,Yes,No,Curtain Walling,12,12
9,,,,,,,,,Steel Frame with CLT Slabs,,273600.0,,,,Healthcare,18.618,3,C32/40 - 75% GGBS,Yes,No,Curtain Walling,12,12
10,13.471770312000002,0.9331096320000002,0.029349213894000005,0.0758151576,0.10516437149400001,0.0,15.173912292721187,15.279076664215184,"CLT, Glulam and Steel Column Hybrid",,273600.0,5831.935200000001,0.0,,Healthcare,0.0,3,C32/40 - 75% GGBS,Yes,No,Curtain Walling,12,12
0,8453.517272138772,370.6240612990895,291.01395563422835,751.7930427153802,1042.8069983496086,1100.1402434890736,9346.272435579156,10389.079433928768,RC Flat Slab,19300993.8043,33600.0,60725652.4036531,135.10695663003932,282.1839104824165,Office,98.2,20,C32/40 - 25% GGBS,No,No,PC Cladding,7,7
1,7438.7612624668,327.2162775488343,262.4206982950986,677.930678997807,940.3513772929057,894.8276698271312,8226.64631541138,9166.997692704286,PT RC Flat Slab,20754170.2989,33600.0,54864988.99841988,145.2791920919605,249.16444962807566,Office,97.4,20,C32/40 - 25% GGBS,No,No,PC Cladding,7,7
