Project No,Total A-C,Typology,Cost,GIA,Total Kg,A5atCO2,A1_A5_kgCO2e_msq,Building Use,Building Height,Storeys,Concrete Mix,Has Basement,Has Transfer Deck,Cladding Type,Grid_X
444,7891.489492544777,RC Flat Slab,19017871.8872,44590.0,80905223.21973044,133.12510321051312,158.58222170759197,Residential,59.21500000000001,13,C32/40 - 50% GGBS,Yes,Yes,Timber Cladding,7
445,7076.344724534063,PT RC Flat Slab,20598672.7891,44590.0,77024376.61463118,144.19070952365968,142.054647157207,Residential,58.825,13,C32/40 - 50% GGBS,Yes,Yes,Timber Cladding,7
446,7492.972359826563,RC Rib Slab,21036519.9879,44590.0,77647836.82596265,147.255639915402,151.29358069246192,Residential,60.775,13,C32/40 - 50% GGBS,Yes,Yes,Timber Cladding,7
447,7221.506357758393,Two-way RC Slab,16841632.3394,44590.0,75418930.77830389,117.89142637554336,145.39271342943175,Residential,60.45,13,C32/40 - 50% GGBS,Yes,Yes,Timber Cladding,7
448,7677.51483910301,One-Way Spanning RC,18859427.4721,44590.0,79767882.18644345,132.01599230501998,154.16354741085323,Residential,61.1,13,C32/40 - 50% GGBS,Yes,Yes,Timber Cladding,7
449,8820.345432359989,Precast Hollowcore with In-situ RC Beams,20133253.6478,44590.0,84152318.10179123,140.93277553463267,178.24689171114397,Residential,60.775,13,C32/40 - 50% GGBS,Yes,Yes,Timber Cladding,7
450,7902.270431854786,Non-Composite Rolled Steel with PCC Planks,24266032.3885,44590.0,71090375.91538557,169.86222671935232,163.45205647624104,Residential,64.1472,13,C32/40 - 50% GGBS,Yes,Yes,Timber Cladding,7
451,8800.270479182143,Composite Rolled Steel with Metal Decking,25835707.944,44590.0,68487230.15947637,180.84995560771785,184.8457266294716,Residential,64.116,13,C32/40 - 50% GGBS,Yes,Yes,Timber Cladding,7
452,8995.822248366316,Composite Cell Beams with Metal Decking,27062371.9489,44590.0,68070922.0043309,189.4366036420381,189.5872362295768,Residential,61.64548,13,C32/40 - 50% GGBS,Yes,Yes,Timber Cladding,7
453,6894.238511951606,Steel Frame with CLT Slabs,22887346.4419,44590.0,57636304.61701397,160.2114250930755,145.4409070661141,Residential,63.1566,13,C32/40 - 50% GGBS,Yes,Yes,Timber Cladding,7
454,6780.93041033325,"CLT, Glulam and Steel Column Hybrid",22909204.5458,44590.0,58624340.4368707,160.36443182039258,142.30015062641596,Residential,65.715,13,C32/40 - 50% GGBS,Yes,Yes,Timber Cladding,7
455,17130.454657124938,RC Flat Slab,32336957.9392,43120.0,146817470.4171455,226.3587055744162,352.4771244192662,Residential,90.725,19,C32/40 - 50% GGBS,Yes,Yes,Lightweight Cladding,7
456,16742.196035440236,PT RC Flat Slab,36303333.557,43120.0,146323279.76884198,254.1233348992794,344.0091999969948,Residential,91.2,19,C32/40 - 50% GGBS,Yes,Yes,Lightweight Cladding,7
457,12618.57194878464,RC Rib Slab,30242638.9523,43120.0,109910876.3087738,211.6984726662496,261.2204340269583,Residential,97.85,19,C32/40 - 50% GGBS,Yes,Yes,Lightweight Cladding,7
458,16214.33022516915,Two-way RC Slab,34897366.9219,43120.0,119700266.3955998,244.2815684533872,341.3054539674645,Residential,100.7,19,C32/40 - 50% GGBS,Yes,Yes,Lightweight Cladding,7
459,16315.955462967935,Non-Composite Rolled Steel with PCC Planks,40005274.0432,43120.0,113696258.55807772,280.03691830230133,346.86251964277403,Residential,100.5955,19,C32/40 - 50% GGBS,Yes,Yes,Lightweight Cladding,7
460,13780.564700202036,Composite Rolled Steel with Metal Decking,38160137.5371,43120.0,88987693.20662268,267.12096275987767,297.50133409206387,Residential,96.4744,19,C32/40 - 50% GGBS,Yes,Yes,Lightweight Cladding,7
461,13861.737992512655,Composite Cell Beams with Metal Decking,39328357.3504,43120.0,89446167.7381388,275.2985014531253,299.40781123535083,Residential,97.10706394673925,19,C32/40 - 50% GGBS,Yes,Yes,Lightweight Cladding,7
462,12496.628274098432,Steel Frame with CLT Slabs,37419334.3254,43120.0,78226406.29890078,261.9353402780982,271.25146772163066,Residential,99.1268,19,C32/40 - 50% GGBS,Yes,Yes,Lightweight Cladding,7
463,12535.096950412417,"CLT, Glulam and Steel Column Hybrid",33655704.1774,43120.0,88687665.43432793,235.58992924204173,266.8548813781784,Residential,107.445,19,C32/40 - 50% GGBS,Yes,Yes,Lightweight Cladding,7
464,32207.260086747407,Composite Rolled Steel with Metal Decking,77760508.5161,68992.0,138678678.83749682,544.3235596125118,440.3025999462163,Healthcare,127.9784,22,C32/40 - 25% GGBS,No,No,PC Cladding,7
465,34462.44522426917,Composite Cell Beams with Metal Decking,86698537.7415,68992.0,145075295.86153325,606.8897641906034,472.2489717578465,Healthcare,131.38920823345455,22,C32/40 - 25% GGBS,No,No,PC Cladding,7
466,33120.857323760785,Steel Frame with CLT Slabs,87289192.0249,68992.0,133307474.27941534,611.0243441739975,455.44147257528607,Healthcare,135.5222,22,C32/40 - 25% GGBS,No,No,PC Cladding,7
467,33919.514050880854,"CLT, Glulam and Steel Column Hybrid",77439234.1768,68992.0,162347015.40455213,542.074639237279,458.06682006123134,Healthcare,147.39999999999998,22,C32/40 - 25% GGBS,No,No,PC Cladding,7
468,12719.02503969398,RC Flat Slab,23462187.6589,42336.0,92587571.07181214,164.23531361218193,267.16799384429896,Residential,100.275,21,C32/40 - 50% GGBS,No,No,Timber Cladding,9
469,12623.844455735009,PT RC Flat Slab,28536317.4836,42336.0,94691303.75915806,199.7542223851993,264.7978863359436,Residential,100.8,21,C32/40 - 50% GGBS,No,No,Timber Cladding,9
470,12378.78726751955,Two-way RC Slab,23695652.5512,42336.0,75540171.0247214,165.86956785874753,265.9973297210512,Residential,112.875,21,C32/40 - 50% GGBS,No,No,Timber Cladding,9
471,10693.663629491162,Precast Hollowcore with In-situ RC Beams,21516402.0601,42336.0,72998560.93931231,150.61481442049742,226.83937857339248,Residential,105.0,21,C32/40 - 50% GGBS,No,No,Timber Cladding,9
472,12579.650588150742,Non-Composite Rolled Steel with PCC Planks,32876783.3594,42336.0,62453346.83833554,230.13748351593128,277.4493143650688,Residential,111.8691,21,C32/40 - 50% GGBS,No,No,Timber Cladding,9
473,10175.753202000187,Composite Rolled Steel with Metal Decking,30065775.6048,42336.0,43385288.990642905,210.46042923387813,228.0188116183291,Residential,108.4125,21,C32/40 - 50% GGBS,No,No,Timber Cladding,9
474,9366.061570487176,Steel Frame with CLT Slabs,31415219.1611,42336.0,32957119.959512465,219.90653412740087,212.74564709359225,Residential,111.6297,21,C32/40 - 50% GGBS,No,No,Timber Cladding,9
475,7905.988763062095,"CLT, Glulam and Steel Column Hybrid",28971284.0622,42336.0,34359685.641387336,202.79898843563856,176.88244616904564,Residential,117.49500000000002,21,C32/40 - 50% GGBS,No,No,Timber Cladding,9
476,113813.66131547528,RC Flat Slab,161986164.0439,336336.0,679171944.9308717,1133.9031483075928,307.3633305418123,Residential,124.15,26,C32/40 - 25% GGBS,No,Yes,Cavity Wall,7
477,113824.82898573788,PT RC Flat Slab,194799292.9813,336336.0,695475089.0818877,1363.5950508692938,307.12477244137995,Residential,124.8,26,C32/40 - 25% GGBS,No,Yes,Cavity Wall,7
478,72400.50805566247,RC Rib Slab,142777963.5094,336336.0,421096037.6590682,999.4457445657804,196.8763729371717,Residential,133.9,26,C32/40 - 25% GGBS,No,Yes,Cavity Wall,7
479,98047.87350227432,Two-way RC Slab,168238987.3557,336336.0,466403919.4331518,1177.6729114901932,271.2327702072446,Residential,137.79999999999998,26,C32/40 - 25% GGBS,No,Yes,Cavity Wall,7
480,99235.6675457181,Non-Composite Rolled Steel with PCC Planks,238901638.9079,336336.0,425836923.0810747,1672.311472355201,278.39592247299817,Residential,137.657,26,C32/40 - 25% GGBS,No,Yes,Cavity Wall,7
481,84164.97580760458,Composite Rolled Steel with Metal Decking,228078729.0494,336336.0,286495017.34801173,1596.5511033454566,240.58204600017672,Residential,132.01760000000002,26,C32/40 - 25% GGBS,No,Yes,Cavity Wall,7
482,83788.24120429713,Composite Cell Beams with Metal Decking,234974805.6342,336336.0,281497113.25638044,1644.8236394395085,239.75751156826905,Residential,132.88335066395896,26,C32/40 - 25% GGBS,No,Yes,Cavity Wall,7
483,69780.75829354385,Steel Frame with CLT Slabs,221991659.4783,336336.0,197950986.46634215,1553.9416163478777,201.6970961096983,Residential,135.6472,26,C32/40 - 25% GGBS,No,Yes,Cavity Wall,7
484,62789.88705935029,"CLT, Glulam and Steel Column Hybrid",194126309.7032,336336.0,224339902.04570985,1358.884167922467,178.49687751012377,Residential,147.03,26,C32/40 - 25% GGBS,No,Yes,Cavity Wall,7
485,19369.504100460057,Non-Composite Rolled Steel with PCC Planks,46414691.0062,70200.0,88874773.55341461,324.90283704353885,259.5871097547792,Office,68.2236,12,C32/40 - 25% GGBS,No,Yes,Timber Cladding,6
486,14432.023401001776,Composite Rolled Steel with Metal Decking,39110153.393,70200.0,57157038.7797399,273.7710737507282,196.3332732623466,Office,64.83120000000001,12,C32/40 - 25% GGBS,No,Yes,Timber Cladding,6
487,13503.217488740547,Steel Frame with CLT Slabs,47341802.2082,70200.0,39840295.94396044,331.3926154577401,187.70443546188264,Office,67.20840000000001,12,C32/40 - 25% GGBS,No,Yes,Timber Cladding,6
488,10874.853191720576,"CLT, Glulam and Steel Column Hybrid",40488246.8709,70200.0,41504129.509198144,283.4177280960521,148.62497458053727,Office,73.92,12,C32/40 - 25% GGBS,No,Yes,Timber Cladding,6
489,17673.90990083117,Composite Rolled Steel with Metal Decking,45125015.1033,68400.0,55388115.52092831,315.87510572284816,249.48623342652527,Residential,99.6512,19,C32/40 - CEM I (OPC),No,No,Timber Cladding,10
490,20122.308218839637,Composite Cell Beams with Metal Decking,54466323.7254,68400.0,60288451.016810186,381.2642660775356,284.9767988109263,Residential,102.95834,19,C32/40 - CEM I (OPC),No,No,Timber Cladding,10
491,15754.652623158923,Steel Frame with CLT Slabs,48867424.5362,68400.0,40201344.64949272,342.07197175363564,225.118256942454,Residential,101.802,19,C32/40 - CEM I (OPC),No,No,Timber Cladding,10
492,13397.85690161338,"CLT, Glulam and Steel Column Hybrid",46180819.3653,68400.0,43763872.908362016,323.26573555710775,188.8712993012998,Residential,111.625,19,C32/40 - CEM I (OPC),No,No,Timber Cladding,10
493,18776.026423368643,RC Flat Slab,43403428.7539,95040.0,154636475.18686104,303.8240012770738,177.0801564609843,Residential,131.515,29,C32/40 - 50% GGBS,Yes,Yes,Curtain Walling,6
494,17813.437508347797,PT RC Flat Slab,49651545.3282,95040.0,149775761.90857753,347.56081729773,168.28492373270856,Residential,131.22500000000002,29,C32/40 - 50% GGBS,Yes,Yes,Curtain Walling,6
495,17385.10094711463,RC Rib Slab,47490379.6604,95040.0,145805259.21423912,332.4326576228621,164.40562456184864,Residential,134.125,29,C32/40 - 50% GGBS,Yes,Yes,Curtain Walling,6
496,17032.421685933212,Two-way RC Slab,38553672.6226,95040.0,138015063.3771713,269.8757083580674,161.32671650830503,Residential,133.4,29,C32/40 - 50% GGBS,Yes,Yes,Curtain Walling,6
497,17676.03787833767,One-Way Spanning RC,43621939.3101,95040.0,147397876.79194704,305.3535751709326,166.8815064648156,Residential,135.575,29,C32/40 - 50% GGBS,Yes,Yes,Curtain Walling,6
498,22337.48067272081,Precast Hollowcore with In-situ RC Beams,47058481.7254,95040.0,171075255.50799862,329.40937207755684,211.83286189558925,Residential,135.575,29,C32/40 - 50% GGBS,Yes,Yes,Curtain Walling,6
499,20608.185146508924,Non-Composite Rolled Steel with PCC Planks,61536849.074,95040.0,133778761.25387526,430.7579435179514,201.504997864217,Residential,140.2266,29,C32/40 - 50% GGBS,Yes,Yes,Curtain Walling,6
500,21608.22671477338,Composite Rolled Steel with Metal Decking,60557309.9473,95040.0,127647097.8107592,423.9011696313695,213.04828710824816,Residential,140.157,29,C32/40 - 50% GGBS,Yes,Yes,Curtain Walling,6
501,23005.62170367021,Composite Cell Beams with Metal Decking,69218116.6615,95040.0,123291342.195492,484.5268166307977,229.2568195086099,Residential,135.56803999999997,29,C32/40 - 50% GGBS,Yes,Yes,Curtain Walling,6
502,16141.372718786137,Steel Frame with CLT Slabs,53564659.2774,95040.0,96029836.48350488,374.95261494156034,160.40980297466558,Residential,138.736,29,C32/40 - 50% GGBS,Yes,Yes,Curtain Walling,6
503,16468.809268440535,"CLT, Glulam and Steel Column Hybrid",54792851.8654,95040.0,101998747.11240798,383.54996305762,162.62227691131645,Residential,141.375,29,C32/40 - 50% GGBS,Yes,Yes,Curtain Walling,6
504,21562.02004382455,RC Flat Slab,42521709.4729,109440.0,212004580.93698412,297.65196631010826,180.4397217530569,Residential,41.175,9,C32/40 - 25% GGBS,Yes,No,Timber Cladding,8
505,18920.9048581694,PT RC Flat Slab,46674300.7926,109440.0,201195500.7787031,326.72010554786266,158.2968673870863,Residential,40.86,9,C32/40 - 25% GGBS,Yes,No,Timber Cladding,8
506,20091.75993739976,RC Rib Slab,46579959.6692,109440.0,203752370.79151616,326.05971768439264,168.63053770152823,Residential,43.2,9,C32/40 - 25% GGBS,Yes,No,Timber Cladding,8
507,19505.2520571343,Two-way RC Slab,37854294.1963,109440.0,198493662.46216777,264.98005937410414,163.5248782661164,Residential,42.75,9,C32/40 - 25% GGBS,Yes,No,Timber Cladding,8
508,21461.823058399303,One-Way Spanning RC,42814982.3291,109440.0,213996697.2223409,299.7048763039961,179.21691304535486,Residential,43.425,9,C32/40 - 25% GGBS,Yes,No,Timber Cladding,8
509,21177.09837494053,Precast Hollowcore with In-situ RC Beams,43579190.3369,109440.0,209376734.3409581,305.0543323582653,177.3695025868103,Residential,42.075,9,C32/40 - 25% GGBS,Yes,No,Timber Cladding,8
510,20342.819215953765,Non-Composite Rolled Steel with PCC Planks,55661953.5808,109440.0,186819020.96662223,389.63367506552896,174.09732275148102,Residential,45.5004,9,C32/40 - 25% GGBS,Yes,No,Timber Cladding,8
511,20844.6028710364,Composite Rolled Steel with Metal Decking,55628941.9772,109440.0,173591228.0264564,389.40259384059664,180.84978458201556,Residential,45.0729,9,C32/40 - 25% GGBS,Yes,No,Timber Cladding,8
512,23041.82085261772,Composite Cell Beams with Metal Decking,65344618.257,109440.0,175254929.6803111,457.4123277989225,201.27377457691085,Residential,44.86122,9,C32/40 - 25% GGBS,Yes,No,Timber Cladding,8
513,15977.62363988021,Steel Frame with CLT Slabs,50724155.4836,109440.0,146853042.4694649,355.0690883851353,139.86356132049949,Residential,44.8173,9,C32/40 - 25% GGBS,Yes,No,Timber Cladding,8
514,15382.379725697572,"CLT, Glulam and Steel Column Hybrid",62166116.3058,109440.0,148543326.61991155,435.1628141403394,134.6346044542875,Residential,47.115,9,C32/40 - 25% GGBS,Yes,No,Timber Cladding,8
515,32587.47363860769,Composite Rolled Steel with Metal Decking,95387222.5685,114660.0,132647718.11802836,667.7105579792191,270.2822758445804,Office,140.5976,26,C32/40 - 50% GGBS,No,No,PC Cladding,7
516,34528.573539778336,Composite Cell Beams with Metal Decking,105527287.2245,114660.0,135450957.81778136,738.691010571697,287.3955037445397,Office,142.10995292447538,26,C32/40 - 50% GGBS,No,No,PC Cladding,7
517,30574.934950968083,Steel Frame with CLT Slabs,97995524.9936,114660.0,108220320.64948422,685.9686749552665,256.0416888591035,Office,147.75799999999998,26,C32/40 - 50% GGBS,No,No,PC Cladding,7
518,29087.796111061307,"CLT, Glulam and Steel Column Hybrid",89516333.7696,114660.0,129702455.70808676,626.6143363875059,238.67216642192489,Office,161.72000000000003,26,C32/40 - 50% GGBS,No,No,PC Cladding,7
519,113172.32207054886,Non-Composite Rolled Steel with PCC Planks,238003633.4334,349920.0,480113578.6806634,1666.0254340339595,305.50245897151314,Residential,102.4326,18,C32/40 - CEM I (OPC),No,Yes,Timber Cladding,9
520,83373.85454219075,Composite Rolled Steel with Metal Decking,207614083.1062,349920.0,271012768.39837205,1453.298581743586,229.78472505018505,Residential,93.0222,18,C32/40 - CEM I (OPC),No,Yes,Timber Cladding,9
521,92232.06605534714,Composite Cell Beams with Metal Decking,249132647.417,349920.0,279881959.5669892,1743.9285319192415,255.47788961970176,Residential,95.5008,18,C32/40 - CEM I (OPC),No,Yes,Timber Cladding,9
522,71817.02432642216,Steel Frame with CLT Slabs,227733224.3045,349920.0,185184558.18799597,1594.1325701314886,200.7320593690346,Residential,98.1918,18,C32/40 - CEM I (OPC),No,Yes,Timber Cladding,9
523,58801.43030441025,"CLT, Glulam and Steel Column Hybrid",213002812.1685,349920.0,195093627.82405967,1491.019685179297,162.3480672123075,Residential,105.75,18,C32/40 - CEM I (OPC),No,Yes,Timber Cladding,9
524,4467.637056584825,RC Flat Slab,7259829.3899,13440.0,36508631.03637357,50.818805728978106,306.97964073516897,Residential,32.025,7,C32/40 - CEM I (OPC),Yes,Yes,Curtain Walling,7
525,4046.8987224924185,PT RC Flat Slab,7572358.3514,13440.0,34727970.5244803,53.00650845985459,278.0114815494514,Residential,31.78,7,C32/40 - CEM I (OPC),Yes,Yes,Curtain Walling,7
526,4029.471974798546,RC Rib Slab,7401238.0106,13440.0,34270723.46255414,51.80866607396493,277.0999594205346,Residential,33.425000000000004,7,C32/40 - CEM I (OPC),Yes,Yes,Curtain Walling,7
527,4031.536012070564,Two-way RC Slab,6597219.8662,13440.0,34045838.35142143,46.18053906319854,277.14069098899034,Residential,33.25,7,C32/40 - CEM I (OPC),Yes,Yes,Curtain Walling,7
528,4169.878174743691,One-Way Spanning RC,7165009.7205,13440.0,35071041.47491996,50.15506804345323,286.50284895036776,Residential,33.425000000000004,7,C32/40 - CEM I (OPC),Yes,Yes,Curtain Walling,7
529,4350.527608962127,Precast Hollowcore with In-situ RC Beams,7363067.6557,13440.0,36305251.958477765,51.54147358970364,298.5000371597539,Residential,32.725,7,C32/40 - CEM I (OPC),Yes,Yes,Curtain Walling,7
530,4075.3010112117818,Non-Composite Rolled Steel with PCC Planks,8420157.0798,13440.0,33535702.463225994,58.94109955834274,282.01784911454183,Residential,34.94540000000001,7,C32/40 - CEM I (OPC),Yes,Yes,Curtain Walling,7
531,4280.059416337577,Composite Rolled Steel with Metal Decking,8690838.269,13440.0,32313621.92795946,60.83586788319655,299.0138439320216,Residential,34.545,7,C32/40 - CEM I (OPC),Yes,Yes,Curtain Walling,7
532,4294.983568632158,Composite Cell Beams with Metal Decking,8970409.4094,13440.0,32125719.70193613,62.792865865997584,300.5122317991615,Residential,33.229,7,C32/40 - CEM I (OPC),Yes,Yes,Curtain Walling,7
533,3647.7895146521337,Steel Frame with CLT Slabs,8556782.8301,13440.0,29495919.19732623,59.89747981070782,255.1509032679324,Residential,34.3336,7,C32/40 - CEM I (OPC),Yes,Yes,Curtain Walling,7
534,3616.796786221968,"CLT, Glulam and Steel Column Hybrid",8492875.5029,13440.0,29851711.92940382,59.45012852034699,252.1534531806275,Residential,35.385,7,C32/40 - CEM I (OPC),Yes,Yes,Curtain Walling,7
535,52868.36764903284,RC Flat Slab,89369373.6097,174636.0,347163732.5336038,625.5856152676179,276.45304251012834,Education,156.32000000000002,32,C32/40 - 25% GGBS,Yes,No,Curtain Walling,7
536,47439.89772297086,PT RC Flat Slab,98263455.2158,174636.0,320693011.2487242,687.8441865107073,248.319592794186,Education,155.36,32,C32/40 - 25% GGBS,Yes,No,Curtain Walling,7
537,50672.169524274585,RC Rib Slab,99204873.1061,174636.0,331218857.1480264,694.434111742916,265.84564478628164,Education,161.60000000000002,32,C32/40 - 25% GGBS,Yes,No,Curtain Walling,7
538,50645.12423719218,Two-way RC Slab,86330357.9032,174636.0,327075460.9160972,604.3125053225298,265.6159931871884,Education,160.8,32,C32/40 - 25% GGBS,Yes,No,Curtain Walling,7
